"isolate","assembly","ref_contig","ref_size","draft_contig","draft_size","draft_align","draft_align_total","class","filter","rep","group","per_ref","status","misassembly"
"ATCC14458","flye-hq","ATCC14458_5",4439,"contig_8","4437","4382",4382,"plasmid","pass",3,"small",98.715927010588,"present","none"
"ATCC23235","flye-hq","ATCC23235_1",27269,"contig_2","27238","27202",27202,"plasmid","pass",3,"medium",99.7542997542998,"present","none"
"ATCC25922","flye-hq","ATCC25922_1",48488,"contig_6","45477","45447",48269,"plasmid","pass",3,"medium",99.5483418577792,"present","none"
"ATCC25922","flye-hq","ATCC25922_2",3173,"contig_1","6337","5901",5901,"plasmid","pass",3,"small",185.975417585881,"present","none"
"ATCC25922","flye-hq","ATCC25922_3",1919,"contig_4","3998","1883",1883,"plasmid","pass",3,"small",98.1240229286087,"present","none"
"ATCC25922","flye-hq","ATCC25922_5",24185,"contig_5","48351","45407",45407,"plasmid","pass",3,"medium",187.748604506926,"present","none"
"ATCC25923","flye-hq","ATCC25923_2",27490,"contig_2","27686","27664",27664,"plasmid","pass",3,"medium",100.632957439069,"present","none"
"ATCC33090","flye-hq","ATCC33090_1",104612,"contig_3","104559","104552",104552,"plasmid","pass",3,"large",99.9426452032272,"present","none"
"ATCCBAA2146","flye-hq","ATCCBAA2146_1",140825,"contig_4","140890","140860",140860,"plasmid","pass",3,"large",100.02485354163,"present","none"
"ATCCBAA2146","flye-hq","ATCCBAA2146_2",2014,"*","0","0",0,"plasmid","pass",3,"small",0,"absent","none"
"ATCCBAA2146","flye-hq","ATCCBAA2146_3",117755,"contig_3","117900","117864",117864,"plasmid","pass",3,"large",100.092565071547,"present","none"
"ATCCBAA2146","flye-hq","ATCCBAA2146_4",85160,"contig_2","85248","85212",85212,"plasmid","pass",3,"medium",100.061061531235,"present","none"
"2022NG-0032","flye-hq","2022NG-0032_1",4153,"contig_2","12456","11990",11990,"plasmid","pass",3,"small",288.706958824946,"present","none"
"2020QW-00078","flye-hq","2020QW-00078_1",34331,"contig_5","68568","64430",64430,"plasmid","pass",3,"medium",187.672948646995,"present","none"
"2020QW-00078","flye-hq","2020QW-00078_2",194062,"contig_6","194012","194000",194000,"plasmid","pass",3,"large",99.9680514474755,"present","none"
"2020QW-00078","flye-hq","2020QW-00078_4",97090,"contig_1","97043","97031",97031,"plasmid","pass",3,"medium",99.9392316407457,"present","none"
"2021QW-00045","flye-hq","2021QW-00045_2",97090,"contig_3","97064","97023",97023,"plasmid","pass",3,"medium",99.9309918632197,"present","none"
"2021QW-00045","flye-hq","2021QW-00045_3",190147,"contig_2","190092","190086",190086,"plasmid","pass",3,"large",99.9679195569743,"present","none"
"2021QW-00057","flye-hq","2021QW-00057_1",46161,"contig_6","46143","46114",46114,"plasmid","pass",3,"medium",99.8981824483872,"present","none"
"2021QW-00057","flye-hq","2021QW-00057_3",4063,"contig_2","4084","3096",3096,"plasmid","fail - all alignments too short",3,"small",76.1998523258676,"absent","none"
"2021QW-00057","flye-hq","2021QW-00057_4",2101,"*","0","0",0,"plasmid","pass",3,"small",0,"absent","none"
"2021QW-00057","flye-hq","2021QW-00057_5",118339,"contig_5","118309","118277",118277,"plasmid","pass",3,"large",99.9476081427087,"present","none"
"2021QW-00057","flye-hq","2021QW-00057_6",4715,"contig_3","9407","4692",4692,"plasmid","pass",3,"small",99.5121951219512,"present","none"
"2021QW-00057","flye-hq","2021QW-00057_7",4084,"contig_2","4084","4041",4041,"plasmid","pass",3,"small",98.947110675808,"present","none"
"2021QW-00056","flye-hq","2021QW-00056_2",95985,"contig_5","95950","95923",95923,"plasmid","pass",3,"medium",99.9354065739439,"present","none"
"2021QW-00056","flye-hq","2021QW-00056_3",12268,"contig_3","223111","36714",36714,"plasmid","pass",3,"medium",299.266384088686,"present","none"
"2022NG-0076","flye-hq","2022NG-0076_1",4207,"contig_2","8414","4182",4182,"plasmid","pass",3,"small",99.405752317566,"present","none"
"2022QW-00133","flye-hq","2022QW-00133_2",43879,"contig_2","43862","43831",43831,"plasmid","pass",3,"medium",99.8906082636341,"present","none"
"2022QW-00133","flye-hq","2022QW-00133_3",27080,"contig_3","54144","27067",27067,"plasmid","pass",3,"medium",99.9519940915805,"present","none"
"ATCC14028","flye-meta","ATCC14028_2",93832,"contig_2","93776","93764",93764,"plasmid","pass",1,"medium",99.927530053713,"present","none"
"ATCC14458","flye-meta","ATCC14458_1",15773,"contig_4, contig_5","30876, 6161","9280, 6125",15405,"plasmid, plasmid","pass - fragmented",1,"medium",97.6668991314271,"present","fragmented"
"ATCC14458","flye-meta","ATCC14458_2",30891,"contig_4","30876","30855",31717,"plasmid","pass",1,"medium",102.673917969635,"present","none"
"ATCC14458","flye-meta","ATCC14458_3",4326,"contig_9","17060","12870",12870,"plasmid","pass",1,"small",297.50346740638,"present","none"
"ATCC14458","flye-meta","ATCC14458_5",4439,"contig_8","4436","4387",4387,"plasmid","pass",1,"small",98.8285649921153,"present","none"
"ATCC23235","flye-meta","ATCC23235_1",27269,"contig_3","27249","27211",27211,"plasmid","pass",1,"medium",99.7873042649162,"present","none"
"ATCC25922","flye-meta","ATCC25922_1",48488,"contig_8","51522","48476",48476,"plasmid","pass",1,"medium",99.9752516086454,"present","none"
"ATCC25922","flye-meta","ATCC25922_2",3173,"contig_1, contig_2, contig_3","1138, 766, 829","1100, 742, 744",2586,"plasmid, plasmid, plasmid","fail - all alignments too short",1,"small",81.5001575795777,"absent","multiple contigs"
"ATCC25922","flye-meta","ATCC25922_3",1919,"contig_7","1913","1838",1838,"plasmid","pass",1,"small",95.7790515893695,"present","none"
"ATCC25922","flye-meta","ATCC25922_5",24185,"contig_5","24168","24112",24112,"plasmid","pass",1,"medium",99.6981600165392,"present","none"
"ATCC25923","flye-meta","ATCC25923_2",27490,"contig_2","27481","27434",27434,"plasmid","pass",1,"medium",99.7962895598399,"present","none"
"ATCC33090","flye-meta","ATCC33090_1",104612,"contig_3","104552","104554",104554,"plasmid","pass",1,"large",99.9445570297863,"present","none"
"ATCCBAA2146","flye-meta","ATCCBAA2146_1",140825,"contig_6","140906","140902",140902,"plasmid","pass",1,"large",100.054677791585,"present","none"
"ATCCBAA2146","flye-meta","ATCCBAA2146_2",2014,"contig_5","2232","2021",2021,"plasmid","pass",1,"small",100.347567030785,"present","none"
"ATCCBAA2146","flye-meta","ATCCBAA2146_3",117755,"contig_2","120653","113166",116760,"plasmid","pass",1,"large",99.15502526432,"present","none"
"ATCCBAA2146","flye-meta","ATCCBAA2146_4",85160,"contig_3","85235","85205",85205,"plasmid","pass",1,"medium",100.052841709723,"present","none"
"2022NG-0032","flye-meta","2022NG-0032_1",4153,"contig_1","4153","4091",4091,"plasmid","pass",1,"small",98.5071032988201,"present","none"
"2020QW-00078","flye-meta","2020QW-00078_1",34331,"contig_4","34283","34273",34273,"plasmid","pass",1,"medium",99.8310564795666,"present","none"
"2020QW-00078","flye-meta","2020QW-00078_2",194062,"contig_3","194007","193994",193994,"plasmid","pass",1,"large",99.96495965207,"present","none"
"2020QW-00078","flye-meta","2020QW-00078_4",97090,"contig_2","97045","97051",105200,"plasmid","pass",1,"medium",108.353074466989,"present","none"
"2021QW-00045","flye-meta","2021QW-00045_2",97090,"contig_4","97058","97022",97022,"plasmid","pass",1,"medium",99.9299618910289,"present","none"
"2021QW-00045","flye-meta","2021QW-00045_3",190147,"contig_3","190092","190112",190112,"plasmid","pass",1,"large",99.9815931884279,"present","none"
"2021QW-00057","flye-meta","2021QW-00057_1",46161,"contig_6","46143","46113",46113,"plasmid","pass",1,"medium",99.8960161175018,"present","none"
"2021QW-00057","flye-meta","2021QW-00057_3",4063,"*","0","0",0,"plasmid","pass",1,"small",0,"absent","none"
"2021QW-00057","flye-meta","2021QW-00057_4",2101,"contig_3","4260","4083",4083,"plasmid","pass",1,"small",194.336030461685,"present","none"
"2021QW-00057","flye-meta","2021QW-00057_5",118339,"contig_4","118305","118292",118292,"plasmid","pass",1,"large",99.9602835920533,"present","none"
"2021QW-00057","flye-meta","2021QW-00057_6",4715,"contig_2","4699","4651",4651,"plasmid","pass",1,"small",98.6426299045599,"present","none"
"2021QW-00057","flye-meta","2021QW-00057_7",4084,"*","0","0",0,"plasmid","pass",1,"small",0,"absent","none"
"2021QW-00056","flye-meta","2021QW-00056_2",95985,"contig_6","95946","95921",95921,"plasmid","pass",1,"medium",99.9333229150388,"present","none"
"2021QW-00056","flye-meta","2021QW-00056_3",12268,"contig_4","206085","24476",24476,"plasmid","pass",1,"medium",199.510922725791,"present","none"
"2022NG-0076","flye-meta","2022NG-0076_1",4207,"contig_6","16841","12542",12542,"plasmid","pass",1,"small",298.122177323508,"present","none"
"2022QW-00133","flye-meta","2022QW-00133_2",43879,"contig_2","43869","43812",43812,"plasmid","pass",1,"medium",99.8473073679892,"present","none"
"2022QW-00133","flye-meta","2022QW-00133_3",27080,"contig_3","27072","27049",27049,"plasmid","pass",1,"medium",99.8855243722304,"present","none"
"ATCC14028","flye-meta","ATCC14028_2",93832,"contig_2","93789","93752",93752,"plasmid","pass",2,"medium",99.9147412396624,"present","none"
"ATCC14458","flye-meta","ATCC14458_1",15773,"contig_6","16057","16045",25324,"plasmid","pass",2,"medium",160.552843466684,"present","none"
"ATCC14458","flye-meta","ATCC14458_2",30891,"contig_7","30877","30825",40108,"plasmid","pass",2,"medium",129.837169402091,"present","none"
"ATCC14458","flye-meta","ATCC14458_3",4326,"contig_5","17295","12863",12863,"plasmid","pass",2,"small",297.341655108645,"present","none"
"ATCC14458","flye-meta","ATCC14458_5",4439,"contig_4","8877","4415",4415,"plasmid","pass",2,"small",99.4593376886686,"present","none"
"ATCC23235","flye-meta","ATCC23235_1",27269,"contig_3","27250","27197",27197,"plasmid","pass",2,"medium",99.7359639150684,"present","none"
"ATCC25922","flye-meta","ATCC25922_1",48488,"contig_6","51527","48476",48476,"plasmid","pass",2,"medium",99.9752516086454,"present","none"
"ATCC25922","flye-meta","ATCC25922_2",3173,"contig_4","3163","3092",3092,"plasmid","pass",2,"small",97.4472108414749,"present","none"
"ATCC25922","flye-meta","ATCC25922_3",1919,"contig_2","3829","3740",3740,"plasmid","pass",2,"small",194.893173527879,"present","none"
"ATCC25922","flye-meta","ATCC25922_5",24185,"contig_5","24166","24106",24106,"plasmid","pass",2,"medium",99.6733512507753,"present","none"
"ATCC25923","flye-meta","ATCC25923_2",27490,"contig_2","27479","27451",27451,"plasmid","pass",2,"medium",99.8581302291743,"present","none"
"ATCC33090","flye-meta","ATCC33090_1",104612,"contig_3","104557","104546",104546,"plasmid","pass",2,"large",99.9369097235499,"present","none"
"ATCCBAA2146","flye-meta","ATCCBAA2146_1",140825,"contig_3","140911","140907",140907,"plasmid","pass",2,"large",100.058228297532,"present","none"
"ATCCBAA2146","flye-meta","ATCCBAA2146_2",2014,"contig_2","2112","1975",1975,"plasmid","pass",2,"small",98.0635551142006,"present","none"
"ATCCBAA2146","flye-meta","ATCCBAA2146_3",117755,"contig_4","117880","117858",117858,"plasmid","pass",2,"large",100.087469746508,"present","none"
"ATCCBAA2146","flye-meta","ATCCBAA2146_4",85160,"contig_5","85281","85276",85276,"plasmid","pass",2,"medium",100.136214185063,"present","none"
"2022NG-0032","flye-meta","2022NG-0032_1",4153,"contig_1","4149","4091",4091,"plasmid","pass",2,"small",98.5071032988201,"present","none"
"2020QW-00078","flye-meta","2020QW-00078_1",34331,"contig_2","34278","34277",34277,"plasmid","pass",2,"medium",99.8427077568378,"present","none"
"2020QW-00078","flye-meta","2020QW-00078_2",194062,"contig_1","194013","194011",194011,"plasmid","pass",2,"large",99.9737197390525,"present","none"
"2020QW-00078","flye-meta","2020QW-00078_4",97090,"contig_4","97498","97499",105647,"plasmid","pass",2,"medium",108.813472036255,"present","none"
"2021QW-00045","flye-meta","2021QW-00045_2",97090,"contig_4","97061","97037",97037,"plasmid","pass",2,"medium",99.9454114738902,"present","none"
"2021QW-00045","flye-meta","2021QW-00045_3",190147,"contig_3","190088","190098",190098,"plasmid","pass",2,"large",99.9742304637991,"present","none"
"2021QW-00057","flye-meta","2021QW-00057_1",46161,"contig_5","92290","46130",46130,"plasmid","pass",2,"medium",99.9328437425532,"present","none"
"2021QW-00057","flye-meta","2021QW-00057_3",4063,"*","0","0",0,"plasmid","pass",2,"small",0,"absent","none"
"2021QW-00057","flye-meta","2021QW-00057_4",2101,"*","0","0",0,"plasmid","pass",2,"small",0,"absent","none"
"2021QW-00057","flye-meta","2021QW-00057_5",118339,"contig_3","118301","118273",118273,"plasmid","pass",2,"large",99.9442280228834,"present","none"
"2021QW-00057","flye-meta","2021QW-00057_6",4715,"contig_2","9408","4692",4692,"plasmid","pass",2,"small",99.5121951219512,"present","none"
"2021QW-00057","flye-meta","2021QW-00057_7",4084,"*","0","0",0,"plasmid","pass",2,"small",0,"absent","none"
"2021QW-00056","flye-meta","2021QW-00056_2",95985,"contig_4","95953","95910",95910,"plasmid","pass",2,"medium",99.9218627910611,"present","none"
"2021QW-00056","flye-meta","2021QW-00056_3",12268,"contig_6","214440","36565",36565,"plasmid","pass",2,"medium",298.051842191066,"present","none"
"2022NG-0076","flye-meta","2022NG-0076_1",4207,"contig_7, contig_8","2030, 2174","1997, 2036",4033,"plasmid, plasmid","pass - fragmented",2,"small",95.8640361302591,"present","fragmented"
"2022QW-00133","flye-meta","2022QW-00133_2",43879,"contig_2","43866","43826",43826,"plasmid","pass",2,"medium",99.879213291096,"present","none"
"2022QW-00133","flye-meta","2022QW-00133_3",27080,"contig_3","27070","27013",27013,"plasmid","pass",2,"medium",99.7525849335303,"present","none"
"ATCC14028","flye-meta","ATCC14028_2",93832,"contig_2","93778","93755",93755,"plasmid","pass",3,"medium",99.917938443175,"present","none"
"ATCC14458","flye-meta","ATCC14458_1",15773,"contig_12","15770","15742",25021,"plasmid","pass",3,"medium",158.631839218918,"present","none"
"ATCC14458","flye-meta","ATCC14458_2",30891,"contig_8","30874","30854",40999,"plasmid","pass",3,"medium",132.721504645366,"present","none"
"ATCC14458","flye-meta","ATCC14458_3",4326,"contig_9","16991","16681",16681,"plasmid","pass",3,"small",385.598705501618,"present","none"
"ATCC14458","flye-meta","ATCC14458_5",4439,"contig_5, contig_3, contig_4","2045, 1041, 564","2017, 978, 522",3517,"plasmid, plasmid, plasmid","fail - all alignments too short",3,"small",79.2295562063528,"absent","multiple contigs"
"ATCC23235","flye-meta","ATCC23235_1",27269,"contig_3","27251","27213",27213,"plasmid","pass",3,"medium",99.7946386006087,"present","none"
"ATCC25922","flye-meta","ATCC25922_1",48488,"contig_6","51400","48421",48421,"plasmid","pass",3,"medium",99.8618214816037,"present","none"
"ATCC25922","flye-meta","ATCC25922_2",3173,"contig_4","3166","3096",3096,"plasmid","pass",3,"small",97.5732745036243,"present","none"
"ATCC25922","flye-meta","ATCC25922_3",1919,"contig_3","4086","2709",2709,"plasmid","pass",3,"small",141.167274622199,"present","none"
"ATCC25922","flye-meta","ATCC25922_5",24185,"contig_5","48352","45407",45407,"plasmid","pass",3,"medium",187.748604506926,"present","none"
"ATCC25923","flye-meta","ATCC25923_2",27490,"contig_2","27686","27664",27664,"plasmid","pass",3,"medium",100.632957439069,"present","none"
"ATCC33090","flye-meta","ATCC33090_1",104612,"contig_3","104560","104549",104549,"plasmid","pass",3,"large",99.9397774633885,"present","none"
"ATCCBAA2146","flye-meta","ATCCBAA2146_1",140825,"contig_4","140887","140858",140858,"plasmid","pass",3,"large",100.023433339251,"present","none"
"ATCCBAA2146","flye-meta","ATCCBAA2146_2",2014,"*","0","0",0,"plasmid","pass",3,"small",0,"absent","none"
"ATCCBAA2146","flye-meta","ATCCBAA2146_3",117755,"contig_3","117893","117879",117879,"plasmid","pass",3,"large",100.105303384145,"present","none"
"ATCCBAA2146","flye-meta","ATCCBAA2146_4",85160,"contig_2","85250","85214",85214,"plasmid","pass",3,"medium",100.063410051667,"present","none"
"2022NG-0032","flye-meta","2022NG-0032_1",4153,"contig_2","12459","8257",8257,"plasmid","pass",3,"small",198.820130026487,"present","none"
"2020QW-00078","flye-meta","2020QW-00078_1",34331,"contig_7","34276","34288",34288,"plasmid","pass",3,"medium",99.8747487693338,"present","none"
"2020QW-00078","flye-meta","2020QW-00078_2",194062,"contig_6","194009","194003",194003,"plasmid","pass",3,"large",99.9695973451783,"present","none"
"2020QW-00078","flye-meta","2020QW-00078_4",97090,"contig_1","97058","97039",97039,"plasmid","pass",3,"medium",99.9474714182717,"present","none"
"2021QW-00045","flye-meta","2021QW-00045_2",97090,"contig_4","97062","97017",97017,"plasmid","pass",3,"medium",99.9248120300752,"present","none"
"2021QW-00045","flye-meta","2021QW-00045_3",190147,"contig_3","190093","190109",190109,"plasmid","pass",3,"large",99.9800154617217,"present","none"
"2021QW-00057","flye-meta","2021QW-00057_1",46161,"contig_6","46140","46096",46096,"plasmid","pass",3,"medium",99.8591884924503,"present","none"
"2021QW-00057","flye-meta","2021QW-00057_3",4063,"contig_5","20387","7153",7153,"plasmid","pass",3,"small",176.052178193453,"present","none"
"2021QW-00057","flye-meta","2021QW-00057_4",2101,"*","0","0",0,"plasmid","pass",3,"small",0,"absent","none"
"2021QW-00057","flye-meta","2021QW-00057_5",118339,"contig_4","118311","118279",118279,"plasmid","pass",3,"large",99.9492982026213,"present","none"
"2021QW-00057","flye-meta","2021QW-00057_6",4715,"contig_3","9407","4692",4692,"plasmid","pass",3,"small",99.5121951219512,"present","none"
"2021QW-00057","flye-meta","2021QW-00057_7",4084,"contig_5","20387","12148",12148,"plasmid","pass",3,"small",297.45347698335,"present","none"
"2021QW-00056","flye-meta","2021QW-00056_2",95985,"contig_5","95950","95923",95923,"plasmid","pass",3,"medium",99.9354065739439,"present","none"
"2021QW-00056","flye-meta","2021QW-00056_3",12268,"contig_3","223111","36714",36714,"plasmid","pass",3,"medium",299.266384088686,"present","none"
"2022NG-0076","flye-meta","2022NG-0076_1",4207,"contig_7","8415","4182",4182,"plasmid","pass",3,"small",99.405752317566,"present","none"
"2022QW-00133","flye-meta","2022QW-00133_2",43879,"contig_2","43865","43827",43827,"plasmid","pass",3,"medium",99.8814922856036,"present","none"
"2022QW-00133","flye-meta","2022QW-00133_3",27080,"contig_3","27071","27025",27025,"plasmid","pass",3,"medium",99.7968980797637,"present","none"
"ATCC14028","flye-raw","ATCC14028_2",93832,"contig_2","93780","93772",93772,"plasmid","pass",1,"medium",99.9360559297468,"present","none"
"ATCC14458","flye-raw","ATCC14458_1",15773,"contig_13","16212","13855",13855,"plasmid","fail - all alignments too short",1,"medium",87.8399797121664,"absent","none"
"ATCC14458","flye-raw","ATCC14458_2",30891,"contig_10, contig_13","18905, 16212","18875, 12472",31347,"plasmid, plasmid","pass - fragmented",1,"medium",101.476158104302,"present","fragmented"
"ATCC14458","flye-raw","ATCC14458_3",4326,"contig_1","4054","4005",4273,"plasmid","pass",1,"small",98.7748497457235,"present","none"
"ATCC14458","flye-raw","ATCC14458_5",4439,"contig_12, contig_1","3290, 4054","3272, 1112",4384,"plasmid, plasmid","pass - fragmented",1,"small",98.7609822031989,"present","fragmented"
"ATCC23235","flye-raw","ATCC23235_1",27269,"contig_2","27244","27206",27206,"plasmid","pass",1,"medium",99.7689684256848,"present","none"
"ATCC25922","flye-raw","ATCC25922_1",48488,"contig_5","45398","45372",48416,"plasmid","pass",1,"medium",99.8515096518726,"present","none"
"ATCC25922","flye-raw","ATCC25922_2",3173,"contig_4","3934","780",780,"plasmid","fail - all alignments too short",1,"small",24.5824141191302,"absent","none"
"ATCC25922","flye-raw","ATCC25922_3",1919,"contig_4","3934","1883",1883,"plasmid","pass",1,"small",98.1240229286087,"present","none"
"ATCC25922","flye-raw","ATCC25922_5",24185,"contig_2","24166","24137",24137,"plasmid","pass",1,"medium",99.8015298738888,"present","none"
"ATCC25923","flye-raw","ATCC25923_2",27490,"contig_2","27480","27433",27433,"plasmid","pass",1,"medium",99.7926518734085,"present","none"
"ATCC33090","flye-raw","ATCC33090_1",104612,"contig_3","104552","104550",104550,"plasmid","pass",1,"large",99.9407333766681,"present","none"
"ATCCBAA2146","flye-raw","ATCCBAA2146_1",140825,"contig_5","140908","140885",140885,"plasmid","pass",1,"large",100.042606071365,"present","none"
"ATCCBAA2146","flye-raw","ATCCBAA2146_2",2014,"contig_4","2258","2066",2066,"plasmid","pass",1,"small",102.581926514399,"present","none"
"ATCCBAA2146","flye-raw","ATCCBAA2146_3",117755,"contig_3","115145","115016",117275,"plasmid","pass",1,"large",99.5923739968579,"present","none"
"ATCCBAA2146","flye-raw","ATCCBAA2146_4",85160,"contig_2","85187","85156",85156,"plasmid","pass",1,"medium",99.9953029591357,"present","none"
"2022NG-0032","flye-raw","2022NG-0032_1",4153,"contig_5","16613","12389",12389,"plasmid","pass",1,"small",298.31447146641,"present","none"
"2020QW-00078","flye-raw","2020QW-00078_1",34331,"contig_6","68572","68281",68281,"plasmid","pass",1,"medium",198.890215839911,"present","none"
"2020QW-00078","flye-raw","2020QW-00078_2",194062,"contig_5","194007","193996",193996,"plasmid","pass",1,"large",99.9659902505385,"present","none"
"2020QW-00078","flye-raw","2020QW-00078_4",97090,"contig_4","140062","140080",218106,"plasmid","pass",1,"medium",224.643114635905,"present","none"
"2021QW-00045","flye-raw","2021QW-00045_2",97090,"contig_2","97062","97025",97025,"plasmid","pass",1,"medium",99.9330518076012,"present","none"
"2021QW-00045","flye-raw","2021QW-00045_3",190147,"contig_3","190093","190089",190089,"plasmid","pass",1,"large",99.9694972836805,"present","none"
"2021QW-00057","flye-raw","2021QW-00057_1",46161,"contig_5","92283","46135",46135,"plasmid","pass",1,"medium",99.9436753969801,"present","none"
"2021QW-00057","flye-raw","2021QW-00057_3",4063,"contig_4","4033","3944",3944,"plasmid","pass",1,"small",97.071129707113,"present","none"
"2021QW-00057","flye-raw","2021QW-00057_4",2101,"*","0","0",0,"plasmid","pass",1,"small",0,"absent","none"
"2021QW-00057","flye-raw","2021QW-00057_5",118339,"contig_2","118305","118301",118301,"plasmid","pass",1,"large",99.9678888616601,"present","none"
"2021QW-00057","flye-raw","2021QW-00057_6",4715,"contig_3","9413","8719",8719,"plasmid","pass",1,"small",184.92046659597,"present","none"
"2021QW-00057","flye-raw","2021QW-00057_7",4084,"contig_4","4033","4017",4017,"plasmid","pass",1,"small",98.3594515181195,"present","none"
"2021QW-00056","flye-raw","2021QW-00056_2",95985,"contig_5","95947","95934",95934,"plasmid","pass",1,"medium",99.9468666979215,"present","none"
"2021QW-00056","flye-raw","2021QW-00056_3",12268,"contig_4","206883","24486",24486,"plasmid","pass",1,"medium",199.592435604826,"present","none"
"2022NG-0076","flye-raw","2022NG-0076_1",4207,"contig_2","12639","12281",12281,"plasmid","pass",1,"small",291.918231518897,"present","none"
"2022QW-00133","flye-raw","2022QW-00133_2",43879,"contig_2","43865","43827",43827,"plasmid","pass",1,"medium",99.8814922856036,"present","none"
"2022QW-00133","flye-raw","2022QW-00133_3",27080,"contig_3","54148","50016",50016,"plasmid","pass",1,"medium",184.697193500739,"present","none"
"ATCC14028","flye-raw","ATCC14028_2",93832,"contig_2","93788","93751",93751,"plasmid","pass",2,"medium",99.9136755051582,"present","none"
"ATCC14458","flye-raw","ATCC14458_1",15773,"contig_16","15813","13726",13726,"plasmid","fail - all alignments too short",2,"medium",87.0221264185634,"absent","none"
"ATCC14458","flye-raw","ATCC14458_2",30891,"contig_15, contig_16","19156, 15813","19117, 11706",30823,"plasmid, plasmid","pass - fragmented",2,"medium",99.7798711598847,"present","fragmented"
"ATCC14458","flye-raw","ATCC14458_3",4326,"contig_1","4333","4002",4270,"plasmid","pass",2,"small",98.705501618123,"present","none"
"ATCC14458","flye-raw","ATCC14458_5",4439,"contig_11, contig_1","3015, 4333","2984, 1354",4338,"plasmid, plasmid","pass - fragmented",2,"small",97.7247127731471,"present","fragmented"
"ATCC23235","flye-raw","ATCC23235_1",27269,"contig_6","27249","27197",27197,"plasmid","pass",2,"medium",99.7359639150684,"present","none"
"ATCC25922","flye-raw","ATCC25922_1",48488,"contig_5","45407","45364",48408,"plasmid","pass",2,"medium",99.8350107243029,"present","none"
"ATCC25922","flye-raw","ATCC25922_2",3173,"*","0","0",0,"plasmid","pass",2,"small",0,"absent","none"
"ATCC25922","flye-raw","ATCC25922_3",1919,"contig_2","3921","3702",3702,"plasmid","pass",2,"small",192.912975508077,"present","none"
"ATCC25922","flye-raw","ATCC25922_5",24185,"contig_4","24169","24119",24119,"plasmid","pass",2,"medium",99.7271035765971,"present","none"
"ATCC25923","flye-raw","ATCC25923_2",27490,"contig_2","27479","27447",27447,"plasmid","pass",2,"medium",99.8435794834485,"present","none"
"ATCC33090","flye-raw","ATCC33090_1",104612,"contig_3","104556","104539",104539,"plasmid","pass",2,"large",99.930218330593,"present","none"
"ATCCBAA2146","flye-raw","ATCCBAA2146_1",140825,"contig_2","140948","140453",140453,"plasmid","pass",2,"large",99.7358423575359,"present","none"
"ATCCBAA2146","flye-raw","ATCCBAA2146_2",2014,"contig_6","2146","1999",1999,"plasmid","pass",2,"small",99.2552135054618,"present","none"
"ATCCBAA2146","flye-raw","ATCCBAA2146_3",117755,"contig_1","117264","117902",117902,"plasmid","pass",2,"large",100.124835463462,"present","none"
"ATCCBAA2146","flye-raw","ATCCBAA2146_4",85160,"contig_4","85248","85229",85229,"plasmid","pass",2,"medium",100.081023954908,"present","none"
"2022NG-0032","flye-raw","2022NG-0032_1",4153,"contig_2","20613","16506",16506,"plasmid","pass",2,"small",397.447628220563,"present","none"
"2020QW-00078","flye-raw","2020QW-00078_1",34331,"contig_4","34281","34265",34265,"plasmid","pass",2,"medium",99.807753925024,"present","none"
"2020QW-00078","flye-raw","2020QW-00078_2",194062,"contig_2","194014","194011",194011,"plasmid","pass",2,"large",99.9737197390525,"present","none"
"2020QW-00078","flye-raw","2020QW-00078_4",97090,"contig_1","97043","97040",97040,"plasmid","pass",2,"medium",99.9485013904625,"present","none"
"2021QW-00045","flye-raw","2021QW-00045_2",97090,"contig_2","97064","97026",97026,"plasmid","pass",2,"medium",99.9340817797919,"present","none"
"2021QW-00045","flye-raw","2021QW-00045_3",190147,"contig_3","190081","190100",190100,"plasmid","pass",2,"large",99.9752822816032,"present","none"
"2021QW-00057","flye-raw","2021QW-00057_1",46161,"contig_5","46140","46096",46096,"plasmid","pass",2,"medium",99.8591884924503,"present","none"
"2021QW-00057","flye-raw","2021QW-00057_3",4063,"contig_4","12245","4001",4001,"plasmid","pass",2,"small",98.4740339650505,"present","none"
"2021QW-00057","flye-raw","2021QW-00057_4",2101,"*","0","0",0,"plasmid","pass",2,"small",0,"absent","none"
"2021QW-00057","flye-raw","2021QW-00057_5",118339,"contig_3","118301","118258",118258,"plasmid","pass",2,"large",99.9315525735387,"present","none"
"2021QW-00057","flye-raw","2021QW-00057_6",4715,"contig_2","7364","4209",4209,"plasmid","fail - all alignments too short",2,"small",89.2682926829268,"absent","none"
"2021QW-00057","flye-raw","2021QW-00057_7",4084,"contig_4","12245","8131",8131,"plasmid","pass",2,"small",199.09402546523,"present","none"
"2021QW-00056","flye-raw","2021QW-00056_2",95985,"contig_3","95949","95911",95911,"plasmid","pass",2,"medium",99.9229046205136,"present","none"
"2021QW-00056","flye-raw","2021QW-00056_3",12268,"contig_4, contig_2","202347, 12264","24478, 11434",35912,"plasmid, plasmid","pass",2,"medium",292.729051190088,"present","multiple contigs"
"2022NG-0076","flye-raw","2022NG-0076_1",4207,"contig_2","12619","8365",8365,"plasmid","pass",2,"small",198.835274542429,"present","none"
"2022QW-00133","flye-raw","2022QW-00133_2",43879,"contig_3","43862","43823",43823,"plasmid","pass",2,"medium",99.8723763075731,"present","none"
"2022QW-00133","flye-raw","2022QW-00133_3",27080,"contig_2","54148","27067",27067,"plasmid","pass",2,"medium",99.9519940915805,"present","none"
